beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Sapporo Draft Black Label (黒ラベル)","Sapporo Breweries","Lager - Japanese Rice",5,0,,"Sonu Bbq",Oceanside,CA,"United States",33.2251,-117.333,2.75,"2022-05-11 17:46:22",https://untappd.com/c/1157209800,https://untappd.com/beer/3608,https://untappd.com/brewery/4779,Japan,Shibuya-ku,Tokyo,"light,smooth",,Bottle,1157209800,3608,4779,https://untappd.s3.amazonaws.com/photos/2022_05_12/8fc2ab5305c3e651dc77c7e2c5bc48cc_raw.jpg,3.23,3.23,,0,0
"Pineapple Stash House","Hop Valley Brewing Company","IPA - New England / Hazy",6.7,31,"Very punchy Pineapple flavor. I love it. I love when an IPA tastes like it is labeled to taste.","Buffalo Wild Wings",Oceanside,CA,"United States",33.1818,-117.329,4,"2022-05-15 19:20:00",https://untappd.com/c/1159104884,https://untappd.com/beer/3834350,https://untappd.com/brewery/1613,"United States",Eugene,OR,"tropical,clean,smooth,hoppy,pineapple",,Draft,1159104884,3834350,1613,https://untappd.s3.amazonaws.com/photos/2022_05_16/256a87f2d2667a6f61c72bbe6b5eb95a_raw.jpg,3.66,3.67,,0,0
"Melon Cart","Golden Road Brewing","Wheat Beer - American Pale Wheat",4,10,"Light, melon flavor. It's very bright and refreshing. Definitely one to drink a few of","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.5,"2022-05-16 19:56:03",https://untappd.com/c/1159279402,https://untappd.com/beer/2307694,https://untappd.com/brewery/16302,"United States","Los Angeles",CA,"fruity,light,sweet,melony",,Can,1159279402,2307694,16302,,3.63,3.63,,0,0
"Billboard Dreams","Societe Brewing Company","IPA - American",7.8,0,"Solid brew, just not my preference in flavor","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3,"2022-05-25 19:11:19",https://untappd.com/c/1162042391,https://untappd.com/beer/4769539,https://untappd.com/brewery/29606,"United States","San Diego",CA,"herbal,hoppy",,Can,1162042391,4769539,29606,https://untappd.s3.amazonaws.com/photos/2022_05_26/4e30e72b7b182a5224187fe9e2a7f5ef_raw.jpg,3.88,3.84,,0,0
"Belgian White","Blue Moon Brewing Company","Wheat Beer - Witbier / Blanche",5.4,9,"Light, refreshing","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3,"2022-05-25 19:12:33",https://untappd.com/c/1162042595,https://untappd.com/beer/3839,https://untappd.com/brewery/127804,"United States",Denver,CO,"light,sweet,smooth",,Draft,1162042595,3839,127804,https://untappd.s3.amazonaws.com/photos/2022_05_26/332b28cf161c9bc0ab4ddd20d42136e0_raw.jpg,3.5,3.5,,0,0
"The Harlot","Societe Brewing Company","Belgian Blonde",5.6,0,"Originally really malty, but definitely pairs well with fries and fried calamari","Mitch's Seafood","San Diego",CA,"United States",32.7241,-117.227,3,"2022-06-01 12:40:48",https://untappd.com/c/1164512987,https://untappd.com/beer/167194,https://untappd.com/brewery/29606,"United States","San Diego",CA,"malty,sweet,dry,smooth",,Draft,1164512987,167194,29606,,3.65,3.65,,0,0
"Vice Blueberry Cherry","Wild Barrel Brewing","Sour - Fruited Berliner Weisse",5.2,0,"Beautiful color, tart, very nice cherry aftertaste. Lovely brew","Hidden Craft","San Diego",CA,"United States",32.7165,-117.169,4,"2022-06-01 14:31:53",https://untappd.com/c/1164546849,https://untappd.com/beer/3799913,https://untappd.com/brewery/362472,"United States","San Marcos",CA,"tart,cherry,Blueberry",,Draft,1164546849,3799913,362472,https://untappd.s3.amazonaws.com/photos/2022_06_01/fd534247ad02d8851fd5de39df5e577e_raw.jpg,4.1,4.03,,0,0
"LeBron Haze","Pariah Brewing Company","IPA - American",7.5,55,,"Hidden Craft","San Diego",CA,"United States",32.7165,-117.169,4.25,"2022-06-01 14:49:00",https://untappd.com/c/1164551704,https://untappd.com/beer/2734916,https://untappd.com/brewery/143463,"United States",Baltimore,MD,"smooth,hoppy,citrus,Hazy",,Draft,1164551704,2734916,143463,,3.95,3.93,,0,0
"What the Foeder","Roadhouse Brewing Company","Sour - Other",5.6,4,"Pretty standard, but solid for a sour","Hidden Craft","San Diego",CA,"United States",32.7165,-117.169,3.5,"2022-06-01 15:00:13",https://untappd.com/c/1164554844,https://untappd.com/beer/2853740,https://untappd.com/brewery/364009,"United States",Jackson,WY,tart,,Draft,1164554844,2853740,364009,,3.45,3.64,,0,0
"Big Blue","Owl Farm Unique Fermentations","Sour - Fruited",9,0,"Its not bad, not a fan of the aftertaste.","Hidden Craft","San Diego",CA,"United States",32.7165,-117.169,2.5,"2022-06-01 15:10:55",https://untappd.com/c/1164557835,https://untappd.com/beer/4709094,https://untappd.com/brewery/384349,"United States",Vista,CA,"sour,Blueberry",,Draft,1164557835,4709094,384349,,3.76,3.72,,0,0
"Yellow Submarine Lemon IPA","Ketch Brewing","IPA - American",7,40,,"Hidden Craft","San Diego",CA,"United States",32.7165,-117.169,3,"2022-06-01 15:37:15",https://untappd.com/c/1164565299,https://untappd.com/beer/4799254,https://untappd.com/brewery/403312,"United States","San Diego",CA,"lemony,light,crisp",,Draft,1164565299,4799254,403312,,3.81,3.72,,0,0
Carnevale,"The Lost Abbey","Farmhouse Ale - Saison",8,45,,"Hidden Craft","San Diego",CA,"United States",32.7165,-117.169,3.5,"2022-06-01 15:37:50",https://untappd.com/c/1164565464,https://untappd.com/beer/16474,https://untappd.com/brewery/2712,"United States","San Marcos",CA,"light,sweet,dry",,Draft,1164565464,16474,2712,,3.74,3.74,,0,0
"My Cat From Helles","Pariah Brewing Company","Lager - Helles",5,19,"A good, simple Pilsner. Doesn't overstay its welcome.","Hidden Craft","San Diego",CA,"United States",32.7165,-117.169,3,"2022-06-01 16:37:28",https://untappd.com/c/1164582231,https://untappd.com/beer/2611094,https://untappd.com/brewery/143463,"United States",Baltimore,MD,"subtle,clean,light,smooth,crisp",,Draft,1164582231,2611094,143463,,3.7,3.7,,0,0
"Blood Orange Blonde","Dos Desperados Brewery","Blonde Ale",5.6,11,,"Beshock Raman & Sake Bar",Carlsbad,CA,"United States",33.1777,-117.33,2,"2022-06-06 20:13:38",https://untappd.com/c/1166638177,https://untappd.com/beer/2178528,https://untappd.com/brewery/117526,"United States","San Marcos",CA,,,Draft,1166638177,2178528,117526,,3.53,3.65,,0,0
"Big Blue","Owl Farm Unique Fermentations","Sour - Fruited",9,0,"Was okay",Frankies,Oceanside,CA,"United States",33.1963,-117.381,3,"2022-06-25 14:18:13",https://untappd.com/c/1173194434,https://untappd.com/beer/4709094,https://untappd.com/brewery/384349,"United States",Vista,CA,"sour,tart",,Draft,1173194434,4709094,384349,,3.76,3.72,,0,0
"Unicorn Juice","Artifex Brewing Company","Wheat Beer - American Pale Wheat",5,14,,Frankies,Oceanside,CA,"United States",33.1963,-117.381,3,"2022-06-25 14:18:40",https://untappd.com/c/1173194827,https://untappd.com/beer/1281573,https://untappd.com/brewery/142635,"United States","San Clemente",CA,"light,strong,hoppy",,Draft,1173194827,1281573,142635,,3.59,3.59,,0,0
"Shades of Haze: Orchid","Thorn Brewing Company","IPA - New England / Hazy",6.2,0,"Very piney",Frankies,Oceanside,CA,"United States",33.1963,-117.381,3,"2022-06-25 15:08:10",https://untappd.com/c/1173233887,https://untappd.com/beer/4824684,https://untappd.com/brewery/383311,"United States","San Diego",CA,"bright,light,bitter",,Draft,1173233887,4824684,383311,,3.89,3.75,,0,0
"Checked Out Sour Tropical Punch","Artifex Brewing Company","Sour - Other",5,6,"Beautiful creamy orange color, sour notes match the tropical theme of the beer.","Craft Coast Brewing Co",Oceanside,CA,"United States",33.1947,-117.381,4.25,"2022-07-02 20:54:01",https://untappd.com/c/1175835855,https://untappd.com/beer/4902769,https://untappd.com/brewery/142635,"United States","San Clemente",CA,"tropical,light,sour,tart",,Can,1175835855,4902769,142635,https://untappd.s3.amazonaws.com/photos/2022_07_03/fa50e8cfdbfdbd4ca07d28cd2b7fe974_raw.jpg,3.86,3.7,,0,0
"Luminous Landscape","Burgeon Beer Company","Lager - Pale",5.8,38,"Very simple, crisp, easy drinking. Love this style of beer","Craft Coast Brewing Co",Oceanside,CA,"United States",33.1947,-117.381,4,"2022-07-02 21:15:13",https://untappd.com/c/1175838967,https://untappd.com/beer/4805639,https://untappd.com/brewery/306680,"United States",Carlsbad,CA,"smooth,hoppy,citrus",,Draft,1175838967,4805639,306680,https://untappd.s3.amazonaws.com/photos/2022_07_03/63bd9192ce13f05a644591b5a1ec1eb6_raw.jpg,3.93,3.78,,0,0
"Japanese Lager","Harland Brewing Company","Lager - Japanese Rice",5,0,"For a Lager, it is almost sweet I want to say. Nonetheless, it's definitely not my favorite, but this is a nice beer",Frankies,Oceanside,CA,"United States",33.1963,-117.381,3,"2022-07-02 22:27:52",https://untappd.com/c/1175846603,https://untappd.com/beer/3476811,https://untappd.com/brewery/413960,"United States","San Diego",CA,"clean,light,sweetness",,Draft,1175846603,3476811,413960,https://untappd.s3.amazonaws.com/photos/2022_07_03/6566aeb193ba1daeb0f749a4ead7e002_raw.jpg,3.72,3.72,,0,0
Treevana,"Burgeon Beer Company","IPA - American",7.2,52,"Pretty solid IPA, nice balance","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,3.5,"2022-07-13 19:42:14",https://untappd.com/c/1179536197,https://untappd.com/beer/1919989,https://untappd.com/brewery/306680,"United States",Carlsbad,CA,"grassy,clean,hoppy,citrus,bitter",,Draft,1179536197,1919989,306680,,3.89,3.88,,0,0
"Oude Geuze Boon","Brouwerij Boon","Lambic - Gueuze",7,22,"Flavor is there, feels a bit light though, almost watered down in a sense","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,3.25,"2022-07-13 19:45:51",https://untappd.com/c/1179536761,https://untappd.com/beer/15036,https://untappd.com/brewery/268,Belgium,Lembeek,Vlaanderen,"fruity,sour,tart",,Draft,1179536761,15036,268,,3.42,3.42,,0,0
"Peanut Butter Milk Stout","Belching Beaver Brewery","Stout - Milk / Sweet",5.3,30,"Its even better on tap","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,4.5,"2022-07-13 19:51:23",https://untappd.com/c/1179537530,https://untappd.com/beer/638512,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"milk,creamy,sweet,smooth,coffee",,Draft,1179537530,638512,43025,,4,4,,0,0
"Petrus Cherry Chocolate Nitro Quad","Brouwerij De Brabandere","Belgian Quadrupel",8.5,21,"One of the best brews I have had in a long time. The flavor profiles come in waves. At first, chocolate, second, the fruity hit comes in, and it seems to combine in the end for a nice, fruity chocolate mix. It was a privilege to taste this one.","Yard House Carlsbad - The Shoppes at Carlsbad",Carlsbad,CA,"United States",33.1781,-117.332,4.75,"2022-07-13 19:56:29",https://untappd.com/c/1179538280,https://untappd.com/beer/2835869,https://untappd.com/brewery/4571,Belgium,Bavikhove,Vlaanderen,"rich,fruity,smooth,chocolate,cherry",,Draft,1179538280,2835869,4571,https://untappd.s3.amazonaws.com/photos/2022_07_14/f75b7e277184c1c0c9c2eb7263e7a1ad_raw.jpg,3.71,3.71,,0,0
"Tux Nitro Milk Stout","Topa Topa Brewing Co.","Stout - Milk / Sweet",5.5,24,,Frankies,Oceanside,CA,"United States",33.1963,-117.381,3.25,"2022-07-28 17:50:07",https://untappd.com/c/1185052650,https://untappd.com/beer/1527579,https://untappd.com/brewery/207311,"United States",Ventura,CA,"milk,creamy,sweet,smooth,coffee",,Draft,1185052650,1527579,207311,,4.04,4.01,,0,0
"Pineapple Stash House","Hop Valley Brewing Company","IPA - New England / Hazy",6.7,31,,"Buffalo Wild Wings",Oceanside,CA,"United States",33.1818,-117.329,3.5,"2022-08-05 16:02:27",https://untappd.com/c/1188128831,https://untappd.com/beer/3834350,https://untappd.com/brewery/1613,"United States",Eugene,OR,"tropical,clean,smooth,pineapple",,Draft,1188128831,3834350,1613,,3.66,3.67,,0,0
"Pliny the Elder","Russian River Brewing Company","IPA - Imperial / Double",8,100,,"Pizza Port",Carlsbad,CA,"United States",33.1601,-117.348,3.75,"2022-08-05 16:05:09",https://untappd.com/c/1188130470,https://untappd.com/beer/4499,https://untappd.com/brewery/5143,"United States",Windsor,CA,"sweet,smooth,hoppy",,Draft,1188130470,4499,5143,,4.5,4.5,,0,0
"Loud For Nothing","Belching Beaver Brewery","Sour - Other",6.5,0,"Belching never disappoints","Belching Beaver Brewery and Tasting Room",Oceanside,CA,"United States",33.2126,-117.292,4,"2022-08-06 18:53:41",https://untappd.com/c/1188845782,https://untappd.com/beer/4001298,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"tropical,tart,peachy,Apricot",,Draft,1188845782,4001298,43025,https://untappd.s3.amazonaws.com/photos/2022_08_07/6d359c480039895de81f5458d2947b47_raw.jpg,3.69,3.69,,0,0
"Tijuana Sunshine","Belching Beaver Brewery","Sour - Fruited Gose",5.5,0,,"Belching Beaver Brewery and Tasting Room",Oceanside,CA,"United States",33.2126,-117.292,4,"2022-08-06 19:19:28",https://untappd.com/c/1188854743,https://untappd.com/beer/3171990,https://untappd.com/brewery/43025,"United States",Oceanside,CA,"citrusy,grapefruity,fruity,salty",,Draft,1188854743,3171990,43025,,3.79,3.77,,0,0
"Vienna Lager","Devils Backbone Brewing Company","Lager - Vienna",5.2,18,,Woodbooger,Norton,VA,"United States",36.9327,-82.6316,3,"2022-08-12 19:00:55",https://untappd.com/c/1190744473,https://untappd.com/beer/18974,https://untappd.com/brewery/4939,"United States",Roseland,VA,"malty,smooth",,Draft,1190744473,18974,4939,,3.62,3.62,,0,0
"Shackmeister Ale","Brooklyn Brewery","Pale Ale - American",4.8,0,"Pretty nice little Ale. Good and crisp","Shake Shack",Columbia,MD,"United States",39.2165,-76.8633,3.25,"2022-08-27 12:42:40",https://untappd.com/c/1195867291,https://untappd.com/beer/13470,https://untappd.com/brewery/259,"United States",Brooklyn,NY,"malty,light,sweet,smooth,hoppy",,Can,1195867291,13470,259,https://untappd.s3.amazonaws.com/photos/2022_08_27/5df4d87b399b90cfe1a79dab21555cc8_raw.jpg,3.4,3.41,,0,0
"Sweet Baby Swirl","DuClaw Brewing Company","Stout - White / Golden",6.2,33,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.5,"2022-08-27 22:15:47",https://untappd.com/c/1196274947,https://untappd.com/beer/4577832,https://untappd.com/brewery/4921,"United States",Baltimore,MD,"roasty,smoky,sweet,chocolate,Peanut Butter",,Can,1196274947,4577832,4921,,3.86,3.84,,0,0
"Bitch Monkey Sour w/ Cranberry","7 Locks Brewing","Sour - Fruited Gose",5.2,25,"First sour in Maryland, off to a great start","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2022-08-27 22:55:11",https://untappd.com/c/1196286125,https://untappd.com/beer/3484414,https://untappd.com/brewery/237138,"United States",Rockville,MD,"sweet,sour,tart,acidic,Cranberry",,Can,1196286125,3484414,237138,https://untappd.s3.amazonaws.com/photos/2022_08_28/72a630cc42f344828d573905d93ff0a8_raw.jpg,3.75,3.71,,0,0
"Peach Watermelon Pineapple Jelly Gose Jam","Burley Oak Brewing Company","Sour - Fruited Gose",4.4,4,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.25,"2022-08-28 16:50:14",https://untappd.com/c/1196556012,https://untappd.com/beer/4942845,https://untappd.com/brewery/15646,"United States",Berlin,MD,"light,tart,pineapple,peachy,Watermelon",,Can,1196556012,4942845,15646,https://untappd.s3.amazonaws.com/photos/2022_08_28/29bf125a37187e53e2ddca9214f650d8_raw.jpg,3.83,3.75,,0,0
"The Fruits of Our Labor - Mango","Burley Oak Brewing Company","Sour - Fruited",4.4,4,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.5,"2022-08-28 18:19:10",https://untappd.com/c/1196594498,https://untappd.com/beer/4837825,https://untappd.com/brewery/15646,"United States",Berlin,MD,"citrusy,lemony,sour,tart,mango",,Can,1196594498,4837825,15646,https://untappd.s3.amazonaws.com/photos/2022_08_28/ef17bf349f9992bb9380a6a8c5f4c888_raw.jpg,3.9,3.76,,0,0
"Sweet Baby Jesus!","DuClaw Brewing Company","Porter - American",6.2,33,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,2.75,"2022-08-29 11:28:16",https://untappd.com/c/1196703958,https://untappd.com/beer/269469,https://untappd.com/brewery/4921,"United States",Baltimore,MD,"strong,smooth,dark",,,1196703958,269469,4921,https://untappd.s3.amazonaws.com/photos/2022_08_29/ecf25743b38689affe62e9bf9592dfaf_raw.jpg,3.83,3.83,,0,0
"Sour Me America","DuClaw Brewing Company","Sour - Fruited",5.5,14,"Not overbearing sour, but very tasty, and the flavor holds through. Very tasty and drinkable","Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4.25,"2022-09-05 00:10:26",https://untappd.com/c/1198995479,https://untappd.com/beer/3691295,https://untappd.com/brewery/4921,"United States",Baltimore,MD,"fruity,sweet,tart,cherry,Lime",,Can,1198995479,3691295,4921,https://untappd.s3.amazonaws.com/photos/2022_09_05/38c981788788809316fbdeb3249bd1ce_raw.jpg,3.8,3.8,,0,0
"BBF SOUR #7 (Raspberry Lime)","Brookeville Beer Farm","Sour - Fruited",6,0,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4.25,"2022-09-06 20:32:00",https://untappd.com/c/1199396248,https://untappd.com/beer/4922849,https://untappd.com/brewery/259855,"United States",Brookeville,MD,"sour,raspberry,puckering,juicy,Lime",,,1199396248,4922849,259855,https://untappd.s3.amazonaws.com/photos/2022_09_07/54a3a7295c87c60500f4769855b04ee4_raw.jpg,4.05,3.78,,0,0
"Sour Me Unicorn Farts","DuClaw Brewing Company","Sour - Other",5.5,10,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,3.5,"2022-09-09 20:49:25",https://untappd.com/c/1200277644,https://untappd.com/beer/3053423,https://untappd.com/brewery/4921,"United States",Baltimore,MD,"lemony,fruity,sour,smooth,Passion Fruit",,Can,1200277644,3053423,4921,https://untappd.s3.amazonaws.com/photos/2022_09_10/90f53b856fdce3c30be3a2e58b193400_raw.jpg,3.71,3.71,,0,0
"The PastryArchy Chocolate Cherry Cake","DuClaw Brewing Company","Stout - Imperial / Double Pastry",9.4,45,,"Untappd at Home",,Everywhere,"United States",34.2347,-77.9482,4,"2022-09-09 22:41:32",https://untappd.com/c/1200319202,https://untappd.com/beer/4797825,https://untappd.com/brewery/4921,"United States",Baltimore,MD,"strong,smooth,dark,chocolate,cherry",,Can,1200319202,4797825,4921,https://untappd.s3.amazonaws.com/photos/2022_09_10/61e5c59bc3f693b3c3ae54c106e188ad_raw.jpg,3.99,3.95,,0,0
